# Referentiel d'activite Vigie-Chiro Point Fixe (contacts/nuit)
# Source : Bas Y, Kerbiriou C, Roemer C & Julien JF (2020) Bat reference scale of activity levels (Team-Chiro / MNHN)
# https://croemer3.wixsite.com/teamchiro/reference-scales-of-activity - libre d'usage avec citation obligatoire
# national toutes-saisons = 2020 ; saisons/regions/habitats = 2023 ; genere par build_activity_ref.py
# Classes : Faible <Q25 | Moyenne Q25-Q75 | Forte Q75-Q98 | Tres forte >=Q98
code;referentiel;saison;q25;q75;q98;nbocc;confiance
Tadten;region:Provence-Alpes-Cote dAzur;ete;6;56;550;914;Tres bonne
Testes;region:Provence-Alpes-Cote dAzur;ete;2;81;4775;986;Tres bonne
Tetarg;region:Provence-Alpes-Cote dAzur;ete;1;3;44;161;Bonne
Tetpyg;region:Provence-Alpes-Cote dAzur;ete;1;2;4;61;Moderee
Tetvir;region:Provence-Alpes-Cote dAzur;ete;27;1086;3621;1480;Tres bonne
Thycor;region:Provence-Alpes-Cote dAzur;ete;1;1;2;19;Faible
Tyllil;region:Provence-Alpes-Cote dAzur;ete;1;12;347;771;Tres bonne
Urosp;region:Provence-Alpes-Cote dAzur;ete;1;9;207;540;Tres bonne
Vesmur;region:Provence-Alpes-Cote dAzur;ete;1;2;3;13;Faible
Yerbey;region:Provence-Alpes-Cote dAzur;ete;1;1;3;15;Faible
Yerray;region:Provence-Alpes-Cote dAzur;ete;3;90;3168;1060;Tres bonne
Yposp;region:Provence-Alpes-Cote dAzur;ete;2;9;324;1076;Tres bonne
amph;habitat:Riviere;ete;1;6;75;182;Bonne
Antsp;habitat:Riviere;ete;7;118;1354;326;Bonne
Barbar;habitat:Riviere;ete;2;30;598;1324;Tres bonne
Barfis;habitat:Riviere;ete;1;11;521;1256;Tres bonne
Confus;habitat:Riviere;ete;1;26;724;791;Tres bonne
criq;habitat:Riviere;ete;1;6;34;68;Moderee
Cympud;habitat:Riviere;ete;1;9;241;330;Bonne
Cyrscu;habitat:Riviere;ete;2;26;603;1286;Tres bonne
Decalb;habitat:Riviere;ete;1;8;358;625;Tres bonne
Epheph;habitat:Riviere;ete;2;28;910;1362;Tres bonne
Eptnil;habitat:Riviere;ete;1;2;20;148;Bonne
Eptser;habitat:Riviere;ete;5;55;438;2284;Tres bonne
Eupsp;habitat:Riviere;ete;1;12;300;1340;Tres bonne
gril;habitat:Riviere;ete;1;2;15;445;Bonne
Hypsav;habitat:Riviere;ete;3;22;230;1095;Tres bonne
Insp11;habitat:Riviere;ete;1;1;9;14;Faible
Insp12;habitat:Riviere;ete;1;1;13;60;Moderee
Inssp5;habitat:Riviere;ete;1;2;7;544;Tres bonne
Inssp7;habitat:Riviere;ete;1;7;130;620;Tres bonne
Isopyr;habitat:Riviere;ete;11;86;612;767;Tres bonne
Lamsp.;habitat:Riviere;ete;1;7;100;859;Tres bonne
Leppun;habitat:Riviere;ete;11;831;5813;2406;Tres bonne
mamm;habitat:Riviere;ete;1;2;6;160;Bonne
Metbra;habitat:Riviere;ete;1;11;116;542;Tres bonne
Micagr;habitat:Riviere;ete;1;4;20;292;Bonne
Mimasp;habitat:Riviere;ete;1;3;12;703;Tres bonne
Minsch;habitat:Riviere;ete;2;13;104;1142;Tres bonne
Mussp;habitat:Riviere;ete;1;3;19;179;Bonne
Myoalc;habitat:Riviere;ete;1;11;176;510;Tres bonne
Myobec;habitat:Riviere;ete;1;2;7;140;Bonne
Myocap;habitat:Riviere;ete;3;39;480;539;Tres bonne
Myodas;habitat:Riviere;ete;1;1;4;24;Faible
Myodau;habitat:Riviere;ete;4;60;1826;2051;Tres bonne
Myoema;habitat:Riviere;ete;2;14;91;1934;Tres bonne
MyoGT;habitat:Riviere;ete;1;4;24;558;Tres bonne
Myomys;habitat:Riviere;ete;2;28;370;1972;Tres bonne
Myonat;habitat:Riviere;ete;3;21;154;1695;Tres bonne
noise;habitat:Riviere;ete;714;4430;8389;2864;Tres bonne
Nyclas;habitat:Riviere;ete;1;9;53;22;Faible
Nyclei;habitat:Riviere;ete;5;39;314;2285;Tres bonne
Nycnoc;habitat:Riviere;ete;2;15;136;1222;Tres bonne
Phafal;habitat:Riviere;ete;1;10;79;243;Bonne
Phanan;habitat:Riviere;ete;7;568;3068;2177;Tres bonne
Phofem;habitat:Riviere;ete;1;7;73;808;Tres bonne
Phogri;habitat:Riviere;ete;7;187;3543;2487;Tres bonne
piaf;habitat:Riviere;ete;19;161;825;1679;Tres bonne
Pipkuh;habitat:Riviere;ete;21;385;1916;2564;Tres bonne
Pipnat;habitat:Riviere;ete;3;24;221;1653;Tres bonne
Pippip;habitat:Riviere;ete;74;994;4719;2726;Tres bonne
Pippyg;habitat:Riviere;ete;4;109;1965;2062;Tres bonne
Plaaff;habitat:Riviere;ete;2;42;551;187;Bonne
Plaalb;habitat:Riviere;ete;2;85;1600;1188;Tres bonne
Plafal;habitat:Riviere;ete;1;2;46;30;Faible
Plaint;habitat:Riviere;ete;3;71;1813;1724;Tres bonne
Plasab;habitat:Riviere;ete;3;29;1023;474;Bonne
Pleaur;habitat:Riviere;ete;1;6;28;1008;Tres bonne
Pleaus;habitat:Riviere;ete;2;9;37;1511;Tres bonne
Plemac;habitat:Riviere;ete;1;3;9;129;Bonne
Ratnor;habitat:Riviere;ete;1;6;75;339;Bonne
Rhasp;habitat:Riviere;ete;4;85;3078;575;Tres bonne
Rhieur;habitat:Riviere;ete;1;5;527;93;Moderee
Rhifer;habitat:Riviere;ete;2;29;1662;811;Tres bonne
Rhihip;habitat:Riviere;ete;2;16;390;962;Tres bonne
Roeroe;habitat:Riviere;ete;1;15;304;961;Tres bonne
Rusnit;habitat:Riviere;ete;2;621;3421;1289;Tres bonne
Sepsep;habitat:Riviere;ete;2;16;621;584;Tres bonne
Tadten;habitat:Riviere;ete;2;27;386;630;Tres bonne
Testes;habitat:Riviere;ete;2;63;3655;1730;Tres bonne
Tetarg;habitat:Riviere;ete;1;2;25;190;Bonne
Tetcan;habitat:Riviere;ete;2;4;9;10;Faible
Tetpyg;habitat:Riviere;ete;1;1;4;64;Moderee
Tetvir;habitat:Riviere;ete;32;1175;3655;2697;Tres bonne
Thycor;habitat:Riviere;ete;1;1;2;25;Faible
Tyllil;habitat:Riviere;ete;1;4;68;837;Tres bonne
Urosp;habitat:Riviere;ete;1;32;2203;899;Tres bonne
Vesmur;habitat:Riviere;ete;1;2;27;95;Moderee
Yerray;habitat:Riviere;ete;3;66;3576;1805;Tres bonne
Yposp;habitat:Riviere;ete;2;16;389;1928;Tres bonne
amph;national;ete;1;9;93;4030;Tres bonne
Antius;national;ete;1;12;208;16;Faible
Antped;national;ete;1;2;1369;31;Faible
Antsor;national;ete;1;3;41;60;Moderee
Antsp;national;ete;4;80;1153;5267;Tres bonne
Aposp;national;ete;1;4;66;292;Bonne
Barbar;national;ete;2;23;291;24189;Tres bonne
Barfis;national;ete;1;13;816;21994;Tres bonne
Bicbic;national;ete;2;18;108;41;Moderee
Chirosp;national;ete;1;2;6;27;Faible
Cicorn;national;ete;1;2;58;12;Faible
cigale;national;ete;1;2;3;15;Faible
Condor;national;ete;1;10;176;376;Bonne
Confus;national;ete;1;23;700;15553;Tres bonne
criq;national;ete;1;3;21;581;Tres bonne
Cympud;national;ete;1;9;304;6137;Tres bonne
Cyrscu;national;ete;1;14;745;20375;Tres bonne
Decalb;national;ete;1;4;143;10545;Tres bonne
Epheph;national;ete;2;38;1458;27621;Tres bonne
Eptnil;national;ete;1;2;33;2058;Tres bonne
Eptser;national;ete;3;36;436;43479;Tres bonne
Eupsp;national;ete;1;10;140;25526;Tres bonne
gril;national;ete;1;2;27;8514;Tres bonne
Hypsav;national;ete;3;24;340;21353;Tres bonne
Insp10;national;ete;1;1;2;24;Faible
Insp11;national;ete;1;2;9;435;Bonne
Insp12;national;ete;1;3;18;2044;Tres bonne
Inssp5;national;ete;1;2;8;9747;Tres bonne
Inssp6;national;ete;1;2;9;42;Moderee
Inssp7;national;ete;1;5;72;8468;Tres bonne
Inssp8;national;ete;1;1;4;103;Bonne
Isopyr;national;ete;8;68;737;15547;Tres bonne
Lamsp.;national;ete;1;6;80;17314;Tres bonne
Leppun;national;ete;6;410;6113;46365;Tres bonne
mamm;national;ete;1;2;21;3522;Tres bonne
Metbra;national;ete;1;9;127;8267;Tres bonne
Micagr;national;ete;1;3;25;6863;Tres bonne
Mimasp;national;ete;1;3;27;15558;Tres bonne
Minsch;national;ete;1;11;227;16004;Tres bonne
Mussp;national;ete;1;4;133;4283;Tres bonne
Myoalc;national;ete;1;6;80;6735;Tres bonne
Myobec;national;ete;1;2;5;2896;Tres bonne
Myocap;national;ete;2;24;470;6611;Tres bonne
Myodas;national;ete;1;2;11;182;Bonne
Myodau;national;ete;2;18;900;34271;Tres bonne
Myoema;national;ete;2;9;120;31921;Tres bonne
Myogla;national;ete;1;1;7;43;Moderee
MyoGT;national;ete;1;4;40;10039;Tres bonne
Myomys;national;ete;2;19;299;33476;Tres bonne
Myonat;national;ete;3;17;256;31176;Tres bonne
Myosp;national;ete;1;3;7;118;Bonne
noise;national;ete;263;3349;7447;62257;Tres bonne
Nyclas;national;ete;2;13;95;380;Bonne
Nyclei;national;ete;4;35;419;46622;Tres bonne
Nycnoc;national;ete;2;17;281;24660;Tres bonne
Ortsp.;national;ete;1;2;7;54;Moderee
Phafal;national;ete;1;5;105;2736;Tres bonne
Phanan;national;ete;5;229;3230;42506;Tres bonne
Phofem;national;ete;1;6;115;12873;Tres bonne
Phogri;national;ete;5;109;4454;49800;Tres bonne
piaf;national;ete;21;178;841;34318;Tres bonne
Pipkuh;national;ete;11;220;2133;51551;Tres bonne
Pipnat;national;ete;2;22;263;33188;Tres bonne
Pippip;national;ete;29;603;3856;56028;Tres bonne
Pippyg;national;ete;2;56;1749;30776;Tres bonne
Pipsp;national;ete;1;2;6;29;Faible
Plaaff;national;ete;3;88;1282;6024;Tres bonne
Plaalb;national;ete;2;80;2244;20455;Tres bonne
Plafal;national;ete;1;26;1412;589;Tres bonne
Plaint;national;ete;3;88;2734;33140;Tres bonne
Plasab;national;ete;2;32;1597;7642;Tres bonne
Pleaur;national;ete;1;5;35;19694;Tres bonne
Pleaus;national;ete;2;9;77;29438;Tres bonne
Plemac;national;ete;1;3;13;2920;Tres bonne
Plesp;national;ete;1;1;5;73;Moderee
Pteger;national;ete;1;8;104;287;Bonne
Ptepon;national;ete;1;16;367;102;Bonne
Ratnor;national;ete;1;8;158;8074;Tres bonne
Rhasp;national;ete;3;56;1207;9146;Tres bonne
Rhieur;national;ete;1;9;610;2686;Tres bonne
Rhifer;national;ete;2;18;2145;12678;Tres bonne
Rhihip;national;ete;2;15;421;16746;Tres bonne
Roeroe;national;ete;1;13;333;19317;Tres bonne
Rusnit;national;ete;1;146;3572;21056;Tres bonne
Sepsep;national;ete;1;15;347;11965;Tres bonne
Tadten;national;ete;3;34;481;14341;Tres bonne
Testes;national;ete;2;58;5079;32509;Tres bonne
Tetarg;national;ete;1;3;27;3668;Tres bonne
Tetcan;national;ete;1;8;119;123;Bonne
Tetpyg;national;ete;1;1;7;1379;Tres bonne
Tetvir;national;ete;14;844;3593;55898;Tres bonne
Thycor;national;ete;1;1;3;480;Bonne
Tyllil;national;ete;1;5;107;17561;Tres bonne
Urosp;national;ete;1;20;2146;17047;Tres bonne
Vesmur;national;ete;1;3;31;998;Tres bonne
Yerbey;national;ete;1;1;10;267;Bonne
Yerray;national;ete;2;26;1527;33358;Tres bonne
Yposp;national;ete;2;13;430;38145;Tres bonne
amph;habitat:Urbain;ete;2;20;150;481;Bonne
Antsp;habitat:Urbain;ete;5;106;795;373;Bonne
Aposp;habitat:Urbain;ete;1;4;14;18;Faible
Barbar;habitat:Urbain;ete;2;18;302;1490;Tres bonne
Barfis;habitat:Urbain;ete;1;7;298;1555;Tres bonne
Condor;habitat:Urbain;ete;1;12;168;14;Faible
Confus;habitat:Urbain;ete;1;21;611;817;Tres bonne
criq;habitat:Urbain;ete;1;3;14;58;Moderee
Cympud;habitat:Urbain;ete;1;7;217;384;Bonne
Cyrscu;habitat:Urbain;ete;1;17;3353;1442;Tres bonne
Decalb;habitat:Urbain;ete;1;7;383;791;Tres bonne
Epheph;habitat:Urbain;ete;2;22;1445;1968;Tres bonne
Eptnil;habitat:Urbain;ete;1;2;21;154;Bonne
Eptser;habitat:Urbain;ete;4;37;409;3010;Tres bonne
Eupsp;habitat:Urbain;ete;1;8;92;1847;Tres bonne
gril;habitat:Urbain;ete;1;3;23;679;Tres bonne
Hypsav;habitat:Urbain;ete;2;20;251;1389;Tres bonne
Insp11;habitat:Urbain;ete;1;2;4;13;Faible
Insp12;habitat:Urbain;ete;1;3;15;192;Bonne
Inssp5;habitat:Urbain;ete;1;2;8;607;Tres bonne
Inssp7;habitat:Urbain;ete;1;4;32;516;Tres bonne
Isopyr;habitat:Urbain;ete;7;51;429;897;Tres bonne
Lamsp.;habitat:Urbain;ete;1;6;74;1059;Tres bonne
Leppun;habitat:Urbain;ete;6;174;5617;3439;Tres bonne
mamm;habitat:Urbain;ete;1;2;16;388;Bonne
Metbra;habitat:Urbain;ete;1;14;135;771;Tres bonne
Micagr;habitat:Urbain;ete;1;4;21;521;Tres bonne
Mimasp;habitat:Urbain;ete;1;4;32;1328;Tres bonne
Minsch;habitat:Urbain;ete;1;9;108;963;Tres bonne
Mussp;habitat:Urbain;ete;1;3;20;326;Bonne
Myoalc;habitat:Urbain;ete;1;3;19;303;Bonne
Myobec;habitat:Urbain;ete;1;2;5;234;Bonne
Myocap;habitat:Urbain;ete;2;10;68;295;Bonne
Myodas;habitat:Urbain;ete;1;2;3;33;Faible
Myodau;habitat:Urbain;ete;2;12;274;2227;Tres bonne
Myoema;habitat:Urbain;ete;1;7;63;2004;Tres bonne
MyoGT;habitat:Urbain;ete;1;3;19;559;Tres bonne
Myomys;habitat:Urbain;ete;1;8;105;1993;Tres bonne
Myonat;habitat:Urbain;ete;2;12;176;1551;Tres bonne
noise;habitat:Urbain;ete;549;3453;7785;4078;Tres bonne
Nyclas;habitat:Urbain;ete;1;16;59;22;Faible
Nyclei;habitat:Urbain;ete;4;38;329;3145;Tres bonne
Nycnoc;habitat:Urbain;ete;2;17;256;2148;Tres bonne
Phafal;habitat:Urbain;ete;1;8;66;461;Bonne
Phanan;habitat:Urbain;ete;7;476;3486;3066;Tres bonne
Phofem;habitat:Urbain;ete;1;6;80;1112;Tres bonne
Phogri;habitat:Urbain;ete;6;76;2691;3584;Tres bonne
piaf;habitat:Urbain;ete;20;148;770;2377;Tres bonne
Pipkuh;habitat:Urbain;ete;18;238;1937;3679;Tres bonne
Pipnat;habitat:Urbain;ete;3;25;274;2756;Tres bonne
Pippip;habitat:Urbain;ete;48;693;3776;3898;Tres bonne
Pippyg;habitat:Urbain;ete;2;53;765;2368;Tres bonne
Plaaff;habitat:Urbain;ete;4;84;709;403;Bonne
Plaalb;habitat:Urbain;ete;3;246;2762;1706;Tres bonne
Plafal;habitat:Urbain;ete;1;3;63;47;Moderee
Plaint;habitat:Urbain;ete;2;39;1863;2264;Tres bonne
Plasab;habitat:Urbain;ete;2;24;1050;780;Tres bonne
Pleaur;habitat:Urbain;ete;1;4;25;1072;Tres bonne
Pleaus;habitat:Urbain;ete;1;7;54;1779;Tres bonne
Plemac;habitat:Urbain;ete;1;3;15;173;Bonne
Pteger;habitat:Urbain;ete;1;5;18;12;Faible
Ratnor;habitat:Urbain;ete;1;7;231;593;Tres bonne
Rhasp;habitat:Urbain;ete;2;42;980;453;Bonne
Rhieur;habitat:Urbain;ete;1;7;653;82;Moderee
Rhifer;habitat:Urbain;ete;1;12;641;796;Tres bonne
Rhihip;habitat:Urbain;ete;2;10;438;839;Tres bonne
Roeroe;habitat:Urbain;ete;1;14;364;1337;Tres bonne
Rusnit;habitat:Urbain;ete;2;358;3108;1895;Tres bonne
Sepsep;habitat:Urbain;ete;1;10;354;538;Tres bonne
Tadten;habitat:Urbain;ete;2;33;412;825;Tres bonne
Testes;habitat:Urbain;ete;2;150;5230;2270;Tres bonne
Tetarg;habitat:Urbain;ete;1;4;34;519;Tres bonne
Tetpyg;habitat:Urbain;ete;1;1;6;76;Moderee
Tetvir;habitat:Urbain;ete;28;1097;3464;3858;Tres bonne
Thycor;habitat:Urbain;ete;1;1;2;31;Faible
Tyllil;habitat:Urbain;ete;1;5;70;1087;Tres bonne
Urosp;habitat:Urbain;ete;1;36;2364;1286;Tres bonne
Vesmur;habitat:Urbain;ete;1;2;27;109;Bonne
Yerbey;habitat:Urbain;ete;1;1;1;13;Faible
Yerray;habitat:Urbain;ete;2;20;1305;2148;Tres bonne
Yposp;habitat:Urbain;ete;2;13;303;2776;Tres bonne
amph;habitat:Agricole;printemps;1;17;176;79;Moderee
Antsp;habitat:Agricole;printemps;1;7;86;10;Faible
Barbar;habitat:Agricole;printemps;2;17;236;182;Bonne
Barfis;habitat:Agricole;printemps;1;3;14;93;Moderee
Confus;habitat:Agricole;printemps;1;2;36;76;Moderee
Cympud;habitat:Agricole;printemps;1;2;6;23;Faible
Cyrscu;habitat:Agricole;printemps;1;4;39;97;Moderee
Decalb;habitat:Agricole;printemps;1;5;17;92;Moderee
Epheph;habitat:Agricole;printemps;1;4;185;161;Bonne
Eptnil;habitat:Agricole;printemps;1;2;3;11;Faible
Eptser;habitat:Agricole;printemps;2;12;155;408;Bonne
Eupsp;habitat:Agricole;printemps;1;3;50;173;Bonne
gril;habitat:Agricole;printemps;1;3;47;192;Bonne
Hypsav;habitat:Agricole;printemps;1;8;57;97;Moderee
Inssp5;habitat:Agricole;printemps;1;2;6;89;Moderee
Inssp7;habitat:Agricole;printemps;1;10;101;38;Faible
Isopyr;habitat:Agricole;printemps;4;20;999;82;Moderee
Lamsp.;habitat:Agricole;printemps;1;2;9;73;Moderee
Leppun;habitat:Agricole;printemps;3;40;265;508;Tres bonne
mamm;habitat:Agricole;printemps;1;48;166;55;Moderee
Metbra;habitat:Agricole;printemps;1;5;15;24;Faible
Micagr;habitat:Agricole;printemps;1;3;15;86;Moderee
Mimasp;habitat:Agricole;printemps;1;4;27;201;Bonne
Minsch;habitat:Agricole;printemps;1;12;55;103;Bonne
Mussp;habitat:Agricole;printemps;1;3;19;42;Moderee
Myoalc;habitat:Agricole;printemps;1;7;60;63;Moderee
Myobec;habitat:Agricole;printemps;1;2;4;55;Moderee
Myocap;habitat:Agricole;printemps;1;8;116;43;Moderee
Myodau;habitat:Agricole;printemps;2;7;78;343;Bonne
Myoema;habitat:Agricole;printemps;1;6;22;254;Bonne
MyoGT;habitat:Agricole;printemps;1;5;24;112;Bonne
Myomys;habitat:Agricole;printemps;2;13;174;333;Bonne
Myonat;habitat:Agricole;printemps;2;11;85;291;Bonne
noise;habitat:Agricole;printemps;118;2060;6352;771;Tres bonne
Nyclas;habitat:Agricole;printemps;2;77;234;7;Faible
Nyclei;habitat:Agricole;printemps;2;16;285;494;Bonne
Nycnoc;habitat:Agricole;printemps;2;17;328;255;Bonne
Phafal;habitat:Agricole;printemps;1;4;9;10;Faible
Phanan;habitat:Agricole;printemps;3;21;387;412;Bonne
Phofem;habitat:Agricole;printemps;1;2;58;109;Bonne
Phogri;habitat:Agricole;printemps;2;22;794;503;Tres bonne
piaf;habitat:Agricole;printemps;38;325;1327;444;Bonne
Pipkuh;habitat:Agricole;printemps;4;77;938;575;Tres bonne
Pipnat;habitat:Agricole;printemps;2;10;122;427;Bonne
Pippip;habitat:Agricole;printemps;9;286;2311;610;Tres bonne
Pippyg;habitat:Agricole;printemps;2;70;2549;215;Bonne
Plaaff;habitat:Agricole;printemps;3;32;93;5;Faible
Plaalb;habitat:Agricole;printemps;1;7;89;82;Moderee
Plaint;habitat:Agricole;printemps;1;12;147;230;Bonne
Pleaur;habitat:Agricole;printemps;1;3;83;161;Bonne
Pleaus;habitat:Agricole;printemps;1;8;71;267;Bonne
Plemac;habitat:Agricole;printemps;1;2;6;11;Faible
Ratnor;habitat:Agricole;printemps;2;83;1197;113;Bonne
Rhasp;habitat:Agricole;printemps;1;17;75;35;Faible
Rhieur;habitat:Agricole;printemps;1;3;4;16;Faible
Rhifer;habitat:Agricole;printemps;1;8;56;68;Moderee
Rhihip;habitat:Agricole;printemps;1;8;53;184;Bonne
Roeroe;habitat:Agricole;printemps;1;10;184;103;Bonne
Rusnit;habitat:Agricole;printemps;1;10;124;115;Bonne
Sepsep;habitat:Agricole;printemps;1;2;7;46;Moderee
Tadten;habitat:Agricole;printemps;2;22;352;118;Bonne
Testes;habitat:Agricole;printemps;1;8;51;213;Bonne
Tetarg;habitat:Agricole;printemps;1;4;17;30;Faible
Tetvir;habitat:Agricole;printemps;5;45;1412;636;Tres bonne
Tyllil;habitat:Agricole;printemps;1;3;13;132;Bonne
Urosp;habitat:Agricole;printemps;1;8;1212;72;Moderee
Yerray;habitat:Agricole;printemps;2;10;50;303;Bonne
Yposp;habitat:Agricole;printemps;1;8;157;400;Bonne
amph;habitat:Agricole-Foret;printemps;1;5;44;26;Faible
Antsp;habitat:Agricole-Foret;printemps;1;4;15;11;Faible
Barbar;habitat:Agricole-Foret;printemps;2;25;190;92;Moderee
Barfis;habitat:Agricole-Foret;printemps;1;3;10;21;Faible
Confus;habitat:Agricole-Foret;printemps;1;2;7;22;Faible
Cyrscu;habitat:Agricole-Foret;printemps;1;4;740;11;Faible
Decalb;habitat:Agricole-Foret;printemps;1;1;4;34;Faible
Epheph;habitat:Agricole-Foret;printemps;1;4;13;60;Moderee
Eptser;habitat:Agricole-Foret;printemps;3;20;204;152;Bonne
Eupsp;habitat:Agricole-Foret;printemps;1;3;8;88;Moderee
gril;habitat:Agricole-Foret;printemps;1;2;7;52;Moderee
Hypsav;habitat:Agricole-Foret;printemps;2;8;65;64;Moderee
Inssp5;habitat:Agricole-Foret;printemps;1;2;8;33;Faible
Inssp7;habitat:Agricole-Foret;printemps;1;7;36;20;Faible
Isopyr;habitat:Agricole-Foret;printemps;3;7;34;39;Faible
Lamsp.;habitat:Agricole-Foret;printemps;1;3;18;42;Moderee
Leppun;habitat:Agricole-Foret;printemps;5;39;285;206;Bonne
mamm;habitat:Agricole-Foret;printemps;1;1;3;16;Faible
Micagr;habitat:Agricole-Foret;printemps;1;3;24;35;Faible
Mimasp;habitat:Agricole-Foret;printemps;1;4;15;71;Moderee
Minsch;habitat:Agricole-Foret;printemps;1;9;157;40;Faible
Mussp;habitat:Agricole-Foret;printemps;1;2;6;19;Faible
Myoalc;habitat:Agricole-Foret;printemps;1;10;47;35;Faible
Myobec;habitat:Agricole-Foret;printemps;1;1;5;23;Faible
Myocap;habitat:Agricole-Foret;printemps;2;7;123;24;Faible
Myodau;habitat:Agricole-Foret;printemps;2;11;837;171;Bonne
Myoema;habitat:Agricole-Foret;printemps;1;8;22;124;Bonne
MyoGT;habitat:Agricole-Foret;printemps;2;11;29;59;Moderee
Myomys;habitat:Agricole-Foret;printemps;3;36;417;175;Bonne
Myonat;habitat:Agricole-Foret;printemps;3;12;107;159;Bonne
noise;habitat:Agricole-Foret;printemps;562;2361;6779;245;Bonne
Nyclei;habitat:Agricole-Foret;printemps;3;19;78;188;Bonne
Nycnoc;habitat:Agricole-Foret;printemps;2;11;276;93;Moderee
Phanan;habitat:Agricole-Foret;printemps;5;21;280;186;Bonne
Phofem;habitat:Agricole-Foret;printemps;1;1;3;47;Moderee
Phogri;habitat:Agricole-Foret;printemps;3;14;88;190;Bonne
piaf;habitat:Agricole-Foret;printemps;94;467;1162;201;Bonne
Pipkuh;habitat:Agricole-Foret;printemps;6;68;722;213;Bonne
Pipnat;habitat:Agricole-Foret;printemps;2;12;134;151;Bonne
Pippip;habitat:Agricole-Foret;printemps;28;642;2334;215;Bonne
Pippyg;habitat:Agricole-Foret;printemps;2;40;705;87;Moderee
Plaalb;habitat:Agricole-Foret;printemps;1;2;3;14;Faible
Plaint;habitat:Agricole-Foret;printemps;1;8;25;87;Moderee
Pleaur;habitat:Agricole-Foret;printemps;1;3;52;70;Moderee
Pleaus;habitat:Agricole-Foret;printemps;1;12;170;111;Bonne
Plemac;habitat:Agricole-Foret;printemps;1;2;5;7;Faible
Ratnor;habitat:Agricole-Foret;printemps;1;5;21;38;Faible
Rhasp;habitat:Agricole-Foret;printemps;1;4;7;8;Faible
Rhifer;habitat:Agricole-Foret;printemps;1;19;55;40;Faible
Rhihip;habitat:Agricole-Foret;printemps;1;11;63;118;Bonne
Roeroe;habitat:Agricole-Foret;printemps;1;2;5;17;Faible
Rusnit;habitat:Agricole-Foret;printemps;1;1;6;20;Faible
Tadten;habitat:Agricole-Foret;printemps;3;17;92;73;Moderee
Testes;habitat:Agricole-Foret;printemps;1;4;27;84;Moderee
Tetvir;habitat:Agricole-Foret;printemps;6;23;211;223;Bonne
Tyllil;habitat:Agricole-Foret;printemps;1;2;7;65;Moderee
Urosp;habitat:Agricole-Foret;printemps;1;1;4;16;Faible
Yerray;habitat:Agricole-Foret;printemps;2;7;85;151;Bonne
Yposp;habitat:Agricole-Foret;printemps;1;5;24;150;Bonne
amph;habitat:Agricole-Urbain;printemps;4;41;255;157;Bonne
Antsp;habitat:Agricole-Urbain;printemps;1;8;83;9;Faible
Barbar;habitat:Agricole-Urbain;printemps;3;46;339;198;Bonne
Barfis;habitat:Agricole-Urbain;printemps;1;4;73;81;Moderee
Confus;habitat:Agricole-Urbain;printemps;1;2;5;18;Faible
Cyrscu;habitat:Agricole-Urbain;printemps;1;15;3439;57;Moderee
Decalb;habitat:Agricole-Urbain;printemps;1;1;10;34;Faible
Epheph;habitat:Agricole-Urbain;printemps;1;4;53;149;Bonne
Eptnil;habitat:Agricole-Urbain;printemps;1;1;4;19;Faible
Eptser;habitat:Agricole-Urbain;printemps;1;11;130;264;Bonne
Eupsp;habitat:Agricole-Urbain;printemps;1;2;9;94;Moderee
gril;habitat:Agricole-Urbain;printemps;1;2;8;115;Bonne
Hypsav;habitat:Agricole-Urbain;printemps;1;6;53;80;Moderee
Inssp5;habitat:Agricole-Urbain;printemps;1;1;4;52;Moderee
Inssp7;habitat:Agricole-Urbain;printemps;1;2;23;28;Faible
Isopyr;habitat:Agricole-Urbain;printemps;4;31;681;24;Faible
Lamsp.;habitat:Agricole-Urbain;printemps;1;3;12;34;Faible
Leppun;habitat:Agricole-Urbain;printemps;3;20;207;394;Bonne
Metbra;habitat:Agricole-Urbain;printemps;1;3;64;18;Faible
Micagr;habitat:Agricole-Urbain;printemps;1;2;19;31;Faible
Mimasp;habitat:Agricole-Urbain;printemps;1;6;67;158;Bonne
Minsch;habitat:Agricole-Urbain;printemps;2;16;56;55;Moderee
Mussp;habitat:Agricole-Urbain;printemps;1;6;28;36;Faible
Myoalc;habitat:Agricole-Urbain;printemps;1;4;9;19;Faible
Myobec;habitat:Agricole-Urbain;printemps;1;2;3;22;Faible
Myocap;habitat:Agricole-Urbain;printemps;1;11;60;11;Faible
Myodau;habitat:Agricole-Urbain;printemps;2;6;234;265;Bonne
Myoema;habitat:Agricole-Urbain;printemps;1;4;47;165;Bonne
MyoGT;habitat:Agricole-Urbain;printemps;1;4;9;39;Faible
Myomys;habitat:Agricole-Urbain;printemps;1;6;482;200;Bonne
Myonat;habitat:Agricole-Urbain;printemps;1;8;72;157;Bonne
noise;habitat:Agricole-Urbain;printemps;534;3373;8993;476;Bonne
Nyclas;habitat:Agricole-Urbain;printemps;3;4;4;1;Faible
Nyclei;habitat:Agricole-Urbain;printemps;2;11;112;289;Bonne
Nycnoc;habitat:Agricole-Urbain;printemps;1;12;283;141;Bonne
Phafal;habitat:Agricole-Urbain;printemps;1;1;7;12;Faible
Phanan;habitat:Agricole-Urbain;printemps;1;7;116;210;Bonne
Phofem;habitat:Agricole-Urbain;printemps;1;2;10;92;Moderee
